"","AIANNHCE","AIANNHNS","GEOID","NAME","NAMELSAD","LSAD","CLASSFP","COMPTYP","AIANNHR","MTFCC","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON"
"374","3885","01577206","3885T","Sokaogon Chippewa","Sokaogon Chippewa Off-Reservation Trust Land","OT","D5","T","F","G2102","A",5586977,25301,"+45.5091079","-088.9946540"
"375","1150","00767938","1150T","Fort Belknap","Fort Belknap Off-Reservation Trust Land","OT","D5","T","F","G2102","A",116823176,341638,"+48.0787111","-108.9625741"
"376","1940","00659096","1940T","Leech Lake","Leech Lake Off-Reservation Trust Land","OT","D5","T","F","G2102","A",216159,38150,"+47.2707196","-093.9461104"
"377","4595","01934333","4595T","White Earth","White Earth Off-Reservation Trust Land","OT","D5","T","F","G2102","A",10177594,186681,"+47.1557752","-095.3108266"
"378","4530","02419514","4530T","Wampanoag-Aquinnah","Wampanoag-Aquinnah Trust Land","89","D3","T","F","G2102","A",1903942,21663,"+41.3464552","-070.7862702"
"379","0605","01267254","0605T","Cheyenne River","Cheyenne River Off-Reservation Trust Land","OT","D5","T","F","G2102","A",17703287,2842475,"+44.2826944","-100.4358607"
"380","1460","01505548","1460T","Hoh","Hoh Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1755019,0,"+47.7350914","-124.3963280"
"381","1800","00394860","1800T","Kootenai","Kootenai Off-Reservation Trust Land","OT","D5","T","F","G2102","A",8134754,0,"+48.7725986","-116.3926455"
"382","0560","02419333","0560T","Celilo","Celilo Village","94","D3","T","F","G2102","A",460479,0,"+45.6445947","-120.9662614"
"383","0845","00806896","0845T","Crow","Crow Off-Reservation Trust Land","OT","D5","T","F","G2102","A",81350472,388787,"+46.0681847","-107.3308993"
"384","2175","01831784","2175T","Menominee","Menominee Off-Reservation Trust Land","OT","D5","T","F","G2102","A",5072823,4848,"+44.9336076","-088.7430657"
"385","1750","02418982","1750T","Karuk","Karuk Off-Reservation Trust Land","OT","D5","T","F","G2102","A",3779397,91063,"+41.8040513","-123.3584261"
"386","4275","00268407","4275T","Trinidad","Trinidad Off-Reservation Trust Land","OT","D5","T","F","G2102","A",113451,0,"+40.9804978","-124.0887809"
"387","1125","00654521","1125T","Fond du Lac","Fond du Lac Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1405673,13348,"+46.3545303","-091.7945333"
"388","4015","01577203","4015T","Stockbridge Munsee","Stockbridge Munsee Off-Reservation Trust Land","OT","D5","T","F","G2102","A",4134299,9952,"+44.9334528","-088.7855407"
"389","1735","01528426","1735T","Kalispel","Kalispel Off-Reservation Trust Land","OT","D5","T","F","G2102","A",7984199,137903,"+48.3825659","-117.2933661"
"390","0795","00545438","0795T","Coushatta","Coushatta Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1704711,18952,"+30.5447486","-092.8168309"
"391","4060","00235836","4060T","Susanville","Susanville Off-Reservation Trust Land","OT","D5","T","F","G2102","A",265180,0,"+40.1395119","-120.1373767"
"392","2145","00212541","2145T","Mashantucket Pequot","Mashantucket Pequot Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1159789,0,"+41.4509924","-071.9726006"
"393","3445","00248904","3445T","San Manuel","San Manuel Off-Reservation Trust Land","OT","D5","T","F","G2102","A",494093,0,"+34.1522620","-117.2264819"
"394","2030","01267015","2030T","Lower Brule","Lower Brule Off-Reservation Trust Land","OT","D5","T","F","G2102","A",14565492,0,"+44.1846184","-100.1748756"
"395","1700","01934339","1700T","Jicarilla Apache Nation","Jicarilla Apache Nation Off-Reservation Trust Land","OT","D5","T","F","G2102","A",142644310,450553,"+36.8748125","-106.4958643"
"396","3750","00233021","3750T","Shingle Springs","Shingle Springs Off-Reservation Trust Land","OT","D5","T","F","G2102","A",368890,0,"+38.6796433","-120.9129190"
"397","0050","01350923","0050T","Alabama-Coushatta","Alabama-Coushatta Off-Reservation Trust Land","OT","D5","T","F","G2102","A",13852756,0,"+30.7172921","-094.6550195"
"398","3205","00767936","3205T","Rocky Boy's","Rocky Boy's Off-Reservation Trust Land","OT","D5","T","F","G2102","A",215345480,133221,"+48.3225860","-109.9024006"
"399","4315","02419503","4315T","Tunica-Biloxi","Tunica-Biloxi Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1460718,0,"+31.1012691","-092.0526370"
"400","1815","01577192","1815T","Lac Courte Oreilles","Lac Courte Oreilles Off-Reservation Trust Land","OT","D5","T","F","G2102","A",2731411,56225,"+45.9908980","-091.3748928"
"401","4445","00653567","4445T","Upper Sioux","Upper Sioux Off-Reservation Trust Land","OT","D5","T","F","G2102","A",25847,0,"+44.7491448","-095.4940854"
"402","4140","01934342","4140T","Taos","Taos Off-Reservation Trust Land","OT","D5","T","F","G2102","A",3167759,0,"+36.4229330","-105.5963598"
"403","2270","02419017","2270T","Mille Lacs","Mille Lacs Off-Reservation Trust Land","OT","D5","T","F","G2102","A",5854128,34165,"+46.0066879","-092.5342672"
"404","1400","00224709","1400T","Guidiville","Guidiville Off-Reservation Trust Land","OT","D5","T","F","G2102","A",9493,0,"+39.1390444","-123.1485017"
"405","2285","02419018","2285T","Minnesota Chippewa","Minnesota Chippewa Trust Land","89","D3","T","F","G2102","A",1502445,0,"+48.0621068","-092.8470394"
"406","4405","01159100","4405T","Umatilla","Umatilla Off-Reservation Trust Land","OT","D5","T","F","G2102","A",142102,0,"+45.5783439","-118.7844329"
"407","1250","00805884","1250T","Fort Peck","Fort Peck Off-Reservation Trust Land","OT","D5","T","F","G2102","A",950355,0,"+48.1448401","-104.5976776"
"408","1170","00260275","1170T","Fort Bidwell","Fort Bidwell Off-Reservation Trust Land","OT","D5","T","F","G2102","A",342312,0,"+41.8469906","-120.1765309"
"409","2985","00654519","2985T","Prairie Island","Prairie Island Off-Reservation Trust Land","OT","D5","T","F","G2102","A",4755808,122009,"+44.6542253","-092.6991028"
"410","2890","02419058","2890T","Pokagon","Pokagon Off-Reservation Trust Land","OT","D5","T","F","G2102","A",9065012,189691,"+41.9359217","-086.2015958"
"411","1505","00024001","1505T","Hopi","Hopi Off-Reservation Trust Land","OT","D5","T","F","G2102","A",683835,0,"+35.0346911","-110.7484498"
"412","1545","00045633","1545T","Hualapai","Hualapai Off-Reservation Trust Land","OT","D5","T","F","G2102","A",26381714,0,"+35.6888750","-113.8600506"
"413","2375","01533394","2375T","Muckleshoot","Muckleshoot Off-Reservation Trust Land","OT","D5","T","F","G2102","A",300062,1829,"+47.2633042","-122.1357533"
"414","3000","01514929","3000T","Puyallup","Puyallup Off-Reservation Trust Land","OT","D5","T","F","G2102","A",166785,172029,"+47.2807017","-122.3924207"
"415","4000","02419481","4000T","Stillaguamish","Stillaguamish Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1708436,0,"+48.2108175","-122.2219208"
"416","4290","01511575","4290T","Tulalip","Tulalip Off-Reservation Trust Land","OT","D5","T","F","G2102","A",107325,0,"+48.0969060","-122.1805512"
"417","1185","00399059","1185T","Fort Hall","Fort Hall Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1081229,987161,"+42.9014394","-111.9661985"
"418","0170","01622234","0170T","Bay Mills","Bay Mills Off-Reservation Trust Land","OT","D5","T","F","G2102","A",5066783,1446,"+46.4322997","-084.6268080"
"419","0555","00220808","0555T","Cedarville","Cedarville Off-Reservation Trust Land","OT","D5","T","F","G2102","A",45732,0,"+41.5279371","-120.1819883"
"420","0120","00218454","0120T","Auburn","Auburn Off-Reservation Trust Land","OT","D5","T","F","G2102","A",4303768,0,"+39.0228755","-121.3243839"
"421","3635","02419132","3635T","Sault Ste. Marie","Sault Ste. Marie Off-Reservation Trust Land","OT","D5","T","F","G2102","A",2788517,0,"+46.2762117","-084.4505137"
"422","0400","01118340","0400T","Burns Paiute","Burns Paiute Off-Reservation Trust Land","OT","D5","T","F","G2102","A",45761971,67875,"+43.5472187","-118.7912419"
"423","2475","02419035","2475T","Nooksack","Nooksack Off-Reservation Trust Land","OT","D5","T","F","G2102","A",11359447,235124,"+48.8067676","-122.1876849"
"424","4170","00937203","4170T","Tesuque","Tesuque Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1202720,0,"+35.8040969","-105.8309448"
"425","4090","00273630","4090T","Sycuan","Sycuan Off-Reservation Trust Land","OT","D5","T","F","G2102","A",989373,0,"+32.7902549","-116.8345655"
"426","0760","01529464","0760T","Colville","Colville Off-Reservation Trust Land","OT","D5","T","F","G2102","A",579829,23757,"+47.8835045","-120.1348282"
"427","2360","00255940","2360T","Morongo","Morongo Off-Reservation Trust Land","OT","D5","T","F","G2102","A",163202,0,"+33.9015378","-116.7958957"
"428","4345","01934334","4345T","Turtle Mountain","Turtle Mountain Off-Reservation Trust Land","OT","D5","T","F","G2102","A",414343372,14555261,"+48.9211845","-099.8869430"
"429","2865","02419057","2865T","Poarch Creek","Poarch Creek Off-Reservation Trust Land","OT","D5","T","F","G2102","A",538397,0,"+31.0988925","-087.5635737"
"430","0020","01934324","0020T","Agua Caliente","Agua Caliente Off-Reservation Trust Land","OT","D5","T","F","G2102","A",11529602,0,"+33.7393750","-116.5573181"
"431","3795","01155124","3795T","Siletz","Siletz Off-Reservation Trust Land","OT","D5","T","F","G2102","A",2547809,0,"+44.8110268","-123.9947207"
"432","4785","01934346","4785T","Zuni","Zuni Off-Reservation Trust Land","OT","D5","T","F","G2102","A",171535658,0,"+34.7573000","-108.9296764"
"433","4390","01448012","4390T","Uintah and Ouray","Uintah and Ouray Off-Reservation Trust Land","OT","D5","T","F","G2102","A",3305311,33918,"+39.5899074","-111.0894621"
"434","4560","02419516","4560T","Washoe Ranches","Washoe Ranches Trust Land","89","D3","T","F","G2102","A",375530060,2705894,"+38.8740416","-119.5646027"
"435","1010","01657318","1010T","Elk Valley","Elk Valley Off-Reservation Trust Land","OT","D5","T","F","G2102","A",2044477,0,"+41.7402743","-124.1446591"
"436","2695","02419052","2695T","Passamaquoddy","Passamaquoddy Trust Land","89","D3","T","F","G2102","A",371355779,15429661,"+45.5502787","-070.5346108"
"437","4690","01502906","4690T","Yakama Nation","Yakama Nation Off-Reservation Trust Land","OT","D5","T","F","G2102","A",85211547,0,"+45.8996854","-120.4527879"
"438","1530","02418969","1530T","Houlton Maliseet","Houlton Maliseet Off-Reservation Trust Land","OT","D5","T","F","G2102","A",404340,0,"+46.1716537","-067.8096846"
"439","2760","00582669","2760T","Penobscot","Penobscot Off-Reservation Trust Land","OT","D5","T","F","G2102","A",377285030,20006268,"+45.4635087","-068.6375959"
"440","3085","01577204","3085T","Red Cliff","Red Cliff Off-Reservation Trust Land","OT","D5","T","F","G2102","A",2148234,0,"+46.8864278","-090.8048053"
"441","3250","00267196","3250T","Round Valley","Round Valley Off-Reservation Trust Land","OT","D5","T","F","G2102","A",63371992,127162,"+39.8939490","-123.3690551"
"442","3870","00249635","3870T","Soboba","Soboba Off-Reservation Trust Land","OT","D5","T","F","G2102","A",3876270,0,"+33.7830479","-116.8527746"
"443","0305","00806895","0305T","Blackfeet","Blackfeet Off-Reservation Trust Land","OT","D5","T","F","G2102","A",312071,0,"+48.1820186","-112.8303259"
"444","3280","00463420","3280T","Sac and Fox/Meskwaki","Sac and Fox/Meskwaki Off-Reservation Trust Land","OT","D5","T","F","G2102","A",946792,0,"+41.9456282","-092.6399909"
"445","2560","01577191","2560T","Oneida (WI)","Oneida (WI) Off-Reservation Trust Land","OT","D5","T","F","G2102","A",86463,0,"+44.5847622","-088.2233914"
"446","0575","01503930","0575T","Chehalis","Chehalis Off-Reservation Trust Land","OT","D5","T","F","G2102","A",922842,0,"+46.8253977","-123.1588088"
"447","3955","01508671","3955T","Squaxin Island","Squaxin Island Off-Reservation Trust Land","OT","D5","T","F","G2102","A",2187013,79427,"+47.1161941","-123.1090553"
"448","3305","01843172","3305T","St. Croix","St. Croix Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1482986,112902,"+46.0085942","-092.3611669"
"449","0815","02418898","0815T","Cow Creek","Cow Creek Off-Reservation Trust Land","OT","D5","T","F","G2102","A",3998711,0,"+42.9468392","-123.3082099"
"450","0115","02562463","0115T","Aroostook Band of Micmac","Aroostook Band of Micmac Trust Land","89","D3","T","F","G2102","A",4235781,0,"+46.9202447","-067.8873059"
"451","4075","01528418","4075T","Swinomish","Swinomish Off-Reservation Trust Land","OT","D5","T","F","G2102","A",304,277,"+48.3896283","-122.4982552"
"452","2490","01637567","2490T","Northern Cheyenne","Northern Cheyenne Off-Reservation Trust Land","OT","D5","T","F","G2102","A",25445249,31004,"+45.3784418","-106.6550060"
"453","4300","00275158","4300T","Tule River","Tule River Off-Reservation Trust Land","OT","D5","T","F","G2102","A",206303,0,"+36.0907594","-118.8805004"
"454","4610","01597068","4610T","Wind River","Wind River Off-Reservation Trust Land","OT","D5","T","F","G2102","A",20438905,0,"+43.7285375","-108.5367073"
"455","4625","00834982","4625T","Winnebago","Winnebago Off-Reservation Trust Land","OT","D5","T","F","G2102","A",464635,0,"+41.6874933","-096.3710593"
"456","1550","02109298","1550T","Huron Potawatomi","Huron Potawatomi Off-Reservation Trust Land","OT","D5","T","F","G2102","A",341470,0,"+42.2964602","-085.0748466"
"457","1655","02418978","1655T","Jamestown S'Klallam","Jamestown S'Klallam Off-Reservation Trust Land","OT","D5","T","F","G2102","A",1093019,18775,"+48.1192669","-123.1729692"
"458","1450","02418963","1450T","Ho-Chunk Nation","Ho-Chunk Nation Off-Reservation Trust Land","OT","D5","T","F","G2102","A",28345190,102440,"+43.6769099","-090.5878183"
"459","0010","01934337","0010T","Acoma","Acoma Off-Reservation Trust Land","OT","D5","T","F","G2102","A",476633384,94718,"+34.6058910","-107.6777670"
"460","1860","01934336","1860T","Lake Traverse","Lake Traverse Off-Reservation Trust Land","OT","D5","T","F","G2102","A",562744,0,"+45.9412132","-096.8269157"
"461","3930","00861680","3930T","South Fork","South Fork Off-Reservation Trust Land","OT","D5","T","F","G2102","A",29336928,0,"+40.7079777","-115.7085604"
"462","2040","01528424","2040T","Lower Elwha","Lower Elwha Off-Reservation Trust Land","OT","D5","T","F","G2102","A",3733344,24871,"+48.1298295","-123.5472952"
"463","1070","00850495","1070T","Fallon Paiute-Shoshone (Colony)","Fallon Paiute-Shoshone (Colony) Off-Reservation Trust Land","OT","D5","T","F","G2102","A",207008,0,"+39.4772430","-118.7713383"
"464","1355","00654523","1355T","Grand Portage","Grand Portage Off-Reservation Trust Land","OT","D5","T","F","G2102","A",145754,0,"+47.8867133","-089.8710180"
"465","1410","01616983","1410T","Hannahville","Hannahville Off-Reservation Trust Land","OT","D5","T","F","G2102","A",9282157,0,"+45.6704718","-087.3380120"
"466","5198","02634632","5198T","Princess Kahanu Estates","Princess Kahanu Estates Hawaiian Home Land","78","F1","T","F","G2120","N",215015,0,"+21.3966110","-158.1570118"
"467","5043","02634614","5043T","Kakaina-Kumuhau","Kakaina-Kumuhau Hawaiian Home Land","78","F1","T","F","G2120","N",84090,0,"+21.3451595","-157.7261571"
"468","5044","02634615","5044T","Kalaeloa","Kalaeloa Hawaiian Home Land","78","F1","T","F","G2120","N",2318084,0,"+21.3183110","-158.0810285"
"469","5053","02634616","5053T","Kalawahine","Kalawahine Hawaiian Home Land","78","F1","T","F","G2120","N",191579,0,"+21.3163504","-157.8351706"
"470","5091","01853020","5091T","Kawaihae","Kawaihae Hawaiian Home Land","78","F1","T","F","G2120","N",41407075,0,"+20.0728358","-155.7975564"
"471","5101","01853342","5101T","Kealakehe","Kealakehe Hawaiian Home Land","78","F1","T","F","G2120","N",2884021,0,"+19.6726813","-155.9955650"
"472","5106","01853343","5106T","Keaukaha","Keaukaha Hawaiian Home Land","78","F1","T","F","G2120","N",6833052,0,"+19.7249138","-155.0148246"
"473","5116","00361139","5116T","Keoniki","Keoniki Hawaiian Home Land","78","F1","T","F","G2120","N",935193,0,"+20.0389529","-155.6966532"
"474","5008","02634611","5008T","East Kapolei","East Kapolei Hawaiian Home Land","78","F1","T","F","G2120","N",857952,0,"+21.3499210","-158.0438495"
"475","5009","02634612","5009T","Haiku","Haiku Hawaiian Home Land","78","F1","T","F","G2120","N",584488,0,"+21.4059725","-157.8271905"
"476","5029","01853346","5029T","Honokowai","Honokowai Hawaiian Home Land","78","F1","T","F","G2120","N",3232167,13914,"+20.9460285","-156.6670787"
"477","5186","01853350","5186T","Paukukalo","Paukukalo Hawaiian Home Land","78","F1","T","F","G2120","N",253684,0,"+20.9066994","-156.4927877"
"478","5199","02414182","5199T","Pulehunui","Pulehunui Hawaiian Home Land","78","F1","T","F","G2120","N",1587125,0,"+20.8127136","-156.4634679"
"479","5213","01853356","5213T","South Maui","South Maui Hawaiian Home Land","78","F1","T","F","G2120","N",892672,0,"+20.6030446","-156.4207189"
"480","5241","00364587","5241T","Waiehu","Waiehu Hawaiian Home Land","78","F1","T","F","G2120","N",525603,0,"+20.9268228","-156.5040278"
"481","5135","02634624","5135T","Leialii","Leialii Hawaiian Home Land","78","F1","T","F","G2120","N",293874,0,"+20.9032867","-156.6814195"
"482","5139","02634626","5139T","Makaha Valley","Makaha Valley Hawaiian Home Land","78","F1","T","F","G2120","N",955026,0,"+21.4731360","-158.1947839"
"483","5148","02634627","5148T","Maluohai","Maluohai Hawaiian Home Land","78","F1","T","F","G2120","N",153041,0,"+21.3310163","-158.0683574"
"484","5138","02634625","5138T","Maili","Maili Hawaiian Home Land","78","F1","T","F","G2120","N",362369,0,"+21.4128958","-158.1700624"
"485","5188","02634629","5188T","Pearl City","Pearl City Hawaiian Home Land","78","F1","T","F","G2120","N",94785,0,"+21.4039944","-157.9789914"
"486","5193","02634630","5193T","Piihonua","Piihonua Hawaiian Home Land","78","F1","T","F","G2120","N",21251,0,"+19.7155547","-155.1061986"
"487","5196","02634631","5196T","Ponohawaii","Ponohawaii Hawaiian Home Land","78","F1","T","F","G2120","N",3727,0,"+19.7062724","-155.0852849"
"488","5067","02634618","5067T","Kanehili","Kanehili Hawaiian Home Land","78","F1","T","F","G2120","N",279721,0,"+21.3410979","-158.0554945"
"489","5004","02634610","5004T","Anahola (Residential)","Anahola (Residential) Hawaiian Home Land","78","F1","T","F","G2120","N",14579904,73631,"+22.1351745","-159.3323810"
"490","5011","00359057","5011T","Hanapepe","Hanapepe Hawaiian Home Land","78","F1","T","F","G2120","N",1474122,0,"+21.9158321","-159.5957766"
"491","5071","00360456","5071T","Kapaa","Kapaa Hawaiian Home Land","78","F1","T","F","G2120","N",70449,0,"+22.0778486","-159.3176958"
"492","5111","01853344","5111T","Kekaha","Kekaha Hawaiian Home Land","78","F1","T","F","G2120","N",205239,0,"+21.9719113","-159.7201095"
"493","5088","02634619","5088T","Kaupea","Kaupea Hawaiian Home Land","78","F1","T","F","G2120","N",216739,0,"+21.3293499","-158.0619001"
"494","5098","02634620","5098T","Keahuolu","Keahuolu Hawaiian Home Land","78","F1","T","F","G2120","N",613892,0,"+19.6624986","-155.9842501"
"495","5223","02634634","5223T","Waiahole","Waiahole Hawaiian Home Land","78","F1","T","F","G2120","N",74572,0,"+21.4848609","-157.8655241"
"496","5248","02634649","5248T","Waiku-Hana","Waiku-Hana Hawaiian Home Land","78","F1","T","F","G2120","N",2981190,0,"+20.7742294","-156.0131566"
"497","5239","02634648","5239T","Waianae Kai","Waianae Kai Hawaiian Home Land","78","F1","T","F","G2120","N",101577,0,"+21.4385133","-158.1770426"
"498","5222","02634633","5222T","Upolu","Upolu Hawaiian Home Land","78","F1","T","F","G2120","N",142285,0,"+20.2494668","-155.8869263"
"499","5176","01853349","5176T","Panaewa (Agricultural)","Panaewa (Agricultural) Hawaiian Home Land","78","F1","T","F","G2120","N",6864223,19097,"+19.6855873","-155.0499937"
"500","5181","00363180","5181T","Pauahi","Pauahi Hawaiian Home Land","78","F1","T","F","G2120","N",2237090,0,"+20.0473563","-155.7187851"
"501","5177","01853352","5177T","Panaewa (Residential)","Panaewa (Residential) Hawaiian Home Land","78","F1","T","F","G2120","N",494133,0,"+19.6927731","-155.0601410"
"502","5201","00364148","5201T","Puukapu","Puukapu Hawaiian Home Land","78","F1","T","F","G2120","N",48826568,47815,"+20.0103271","-155.6254905"
"503","5283","00364821","5283T","Waiohinu","Waiohinu Hawaiian Home Land","78","F1","T","F","G2120","N",1116537,0,"+19.0735740","-155.6202342"
"504","5051","00360095","5051T","Kalaupapa","Kalaupapa Hawaiian Home Land","78","F1","T","F","G2120","N",5027873,0,"+21.1845725","-156.9840575"
"505","5133","02414179","5133T","Lalamilo","Lalamilo Hawaiian Home Land","78","F1","T","F","G2120","N",1004345,0,"+20.0240427","-155.7063641"
"506","5114","02634621","5114T","Keokea (Agricultural)","Keokea (Agricultural) Hawaiian Home Land","78","F1","T","F","G2120","N",9981355,0,"+20.7199643","-156.3851231"
"507","5146","00362126","5146T","Makuu","Makuu Hawaiian Home Land","78","F1","T","F","G2120","N",8898120,0,"+19.5268775","-154.9639958"
"508","5166","00362640","5166T","Nienie","Nienie Hawaiian Home Land","78","F1","T","F","G2120","N",28726576,0,"+20.0103422","-155.5126259"
"509","5069","00362767","5069T","Kaohe-Olaa","Kaohe-Olaa Hawaiian Home Land","78","F1","T","F","G2120","N",2753056,0,"+19.4883210","-155.1922628"
"510","5236","00364489","5236T","Waiakea","Waiakea Hawaiian Home Land","78","F1","T","F","G2120","N",5611210,0,"+19.7020225","-155.0540638"
"511","5251","00364713","5251T","Wailau","Wailau Hawaiian Home Land","78","F1","T","F","G2120","N",258239,0,"+19.1446123","-155.5171123"
"512","5276","00364785","5276T","Waimanu","Waimanu Hawaiian Home Land","78","F1","T","F","G2120","N",835381,0,"+20.1355381","-155.6405128"
"513","5033","01853339","5033T","Hoolehua-Palaau","Hoolehua-Palaau Hawaiian Home Land","78","F1","T","F","G2120","N",55963216,0,"+21.1660288","-157.0957799"
"514","5041","00359755","5041T","Kahikinui","Kahikinui Hawaiian Home Land","78","F1","T","F","G2120","N",96495593,0,"+20.6433768","-156.2756315"
"515","5046","01853005","5046T","Kalamaula","Kalamaula Hawaiian Home Land","78","F1","T","F","G2120","N",20578985,0,"+21.1252357","-157.0236245"
"516","5061","02634617","5061T","Kamiloloa-Makakupaia","Kamiloloa-Makakupaia Hawaiian Home Land","78","F1","T","F","G2120","N",13149034,158134,"+21.0991726","-156.9702514"
"517","5026","00359289","5026T","Honokaia","Honokaia Hawaiian Home Land","78","F1","T","F","G2120","N",13019793,0,"+20.0350366","-155.5323028"
"518","5031","01853338","5031T","Honomu","Honomu Hawaiian Home Land","78","F1","T","F","G2120","N",3091503,48050,"+19.8526413","-155.1391993"
"519","5018","02634613","5018T","Homuula-Upper Piihonua","Homuula-Upper Piihonua Hawaiian Home Land","78","F1","T","F","G2120","N",250985000,13642,"+19.7535958","-155.4049445"
"520","5123","00360067","5123T","Kolaoa","Kolaoa Hawaiian Home Land","78","F1","T","F","G2120","N",1944855,0,"+19.7192675","-156.0249693"
"521","5056","01853340","5056T","Kamaoa-Puueo","Kamaoa-Puueo Hawaiian Home Land","78","F1","T","F","G2120","N",45555656,0,"+18.9614914","-155.6530393"
"522","5066","01853341","5066T","Kamoku-Kapulena","Kamoku-Kapulena Hawaiian Home Land","78","F1","T","F","G2120","N",19349737,6270,"+20.0483288","-155.5584344"
"523","5086","00360700","5086T","Kaumana","Kaumana Hawaiian Home Land","78","F1","T","F","G2120","N",72604,0,"+19.6842500","-155.1396644"
"524","5076","00360469","5076T","Kapaakea","Kapaakea Hawaiian Home Land","78","F1","T","F","G2120","N",7918049,0,"+21.1061457","-156.9898030"
"525","5104","00360975","5104T","Keanae-Wailua","Keanae-Wailua Hawaiian Home Land","78","F1","T","F","G2120","N",995338,0,"+20.8421412","-156.1470862"
"526","5286","01853042","5286T","Waiohuli (Residential)","Waiohuli (Residential) Hawaiian Home Land","78","F1","T","F","G2120","N",14917553,0,"+20.7346031","-156.3756928"
"527","5156","00362464","5156T","Moloaa","Moloaa Hawaiian Home Land","78","F1","T","F","G2120","N",1398330,0,"+22.1783285","-159.3561839"
"528","5256","00364740","5256T","Wailua","Wailua Hawaiian Home Land","78","F1","T","F","G2120","N",2201622,0,"+22.0359045","-159.3443499"
"529","5281","02414262","5281T","Waimea","Waimea Hawaiian Home Land","78","F1","T","F","G2120","N",61023811,13039,"+22.0422837","-159.7137727"
"530","5120","02634622","5120T","Kewalo","Kewalo Hawaiian Home Land","78","F1","T","F","G2120","N",51427,0,"+21.3141120","-157.8389575"
"531","5216","01853355","5216T","Ualapue","Ualapue Hawaiian Home Land","78","F1","T","F","G2120","N",1658280,0,"+21.0716988","-156.8349178"
"532","5134","02634623","5134T","Lanai City","Lanai City Hawaiian Home Land","78","F1","T","F","G2120","N",190176,0,"+20.8273810","-156.9283784"
"533","5136","00361918","5136T","Lualualei","Lualualei Hawaiian Home Land","78","F1","T","F","G2120","N",1830492,117026,"+21.4592045","-158.1537804"
"534","5161","00362574","5161T","Nanakuli","Nanakuli Hawaiian Home Land","78","F1","T","F","G2120","N",9342737,6034,"+21.3928859","-158.1184704"
"535","5030","01853354","5030T","Honolulu Makai","Honolulu Makai Hawaiian Home Land","78","F1","T","F","G2120","N",94192,0,"+21.3360174","-157.8964775"
"536","5238","01853126","5238T","Waianae","Waianae Hawaiian Home Land","78","F1","T","F","G2120","N",1497780,0,"+21.4615909","-158.1594169"
"537","5271","00364774","5271T","Waimanalo","Waimanalo Hawaiian Home Land","78","F1","T","F","G2120","N",8174600,0,"+21.3225445","-157.6918310"
"538","5003","02634609","5003T","Anahola (Agricultural)","Anahola (Agricultural) Hawaiian Home Land","78","F1","T","F","G2120","N",2076455,5227,"+22.1441562","-159.3188767"
"539","5179","02634628","5179T","Papakolea","Papakolea Hawaiian Home Land","78","F1","T","F","G2120","N",499996,0,"+21.3175877","-157.8383926"
"540","5083","02414178","5083T","Kapolei","Kapolei Hawaiian Home Land","78","F1","T","F","G2120","N",363049,0,"+21.3342138","-158.0526583"
"541","6740","02575183","6740R","King Salmon","King Salmon ANVSA","79","E1","R","F","G2130","S",25776356,302763,"+58.7221287","-156.7094237"
"542","7220","02575188","7220R","Petersburg","Petersburg ANVSA","79","E1","R","F","G2130","S",6191305,423088,"+56.8075381","-132.9446453"
"543","6150","02418779","6150R","Atka","Atka ANVSA","79","E1","R","F","G2130","S",22213781,858574,"+52.2130911","-174.2156430"
"544","7075","02418745","7075R","Nikolski","Nikolski ANVSA","79","E1","R","F","G2130","S",50878872,1896277,"+52.8977704","-168.9434065"
"545","7340","02419228","7340R","St. George","St. George ANVSA","79","E1","R","F","G2130","S",90002788,382164819,"+56.5927943","-169.6243783"
"546","7755","02575193","7755R","Wrangell","Wrangell ANVSA","79","E1","R","F","G2130","S",2339291,0,"+56.4733798","-132.3789626"
"547","6030","02418758","6030R","Akutan","Akutan ANVSA","79","E1","R","F","G2130","S",3673689,251974,"+54.1381938","-165.7907971"
"548","6040","02418760","6040R","Alatna","Alatna ANVSA","79","E1","R","F","G2130","S",46610179,937813,"+66.5640177","-152.7669387"
"549","6070","02418766","6070R","Allakaket","Allakaket ANVSA","79","E1","R","F","G2130","S",22023911,1579515,"+66.5386035","-152.6212916"
"550","6100","02418772","6100R","Angoon","Angoon ANVSA","79","E1","R","F","G2130","S",63224440,37190069,"+57.4408514","-134.4780147"
"551","6310","02418825","6310R","Chilkat","Chilkat ANVSA","79","E1","R","F","G2130","S",3948240,1361999,"+59.3999432","-135.8936015"
"552","7095","02575187","7095R","Nome","Nome ANVSA","79","E1","R","F","G2130","S",323952000,22518836,"+64.5064085","-165.2586889"
"553","6015","02418754","6015R","Akhiok","Akhiok ANVSA","79","E1","R","F","G2130","S",20122461,6326008,"+56.9488563","-154.2155561"
"554","6700","02418641","6700R","Karluk","Karluk ANVSA","79","E1","R","F","G2130","S",63174474,2854040,"+57.5903758","-154.3649485"
